ID,Accession,Run title,BioProject accession,Experiment accession,Run data file type,Read filename 1,Read file1 MD5,DownLoad Read file1,Read filename 2,Read file2 MD5,DownLoad Read file2,Index filename 1,Index file1 MD5,DownLoad Index file1,Index filename 2,Index file2 MD5,DownLoad Index file2,Reference file name,MD5 for reference file,Assembly Name or Accession,Assembly Accession URL,other_db,accession_in_other_db,other_db_url
1490,CRR877878,WATDE0821-2,PRJCA019636,CRX791669,fastq,CRR877878_f1.fastq.gz (30316699973 bytes),a7eb817db0c75a6735f314d52ad7ab7d,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877878/CRR877878_f1.fastq.gz,CRR877878_r2.fastq.gz (31595048122 bytes),fa394f7ade7bbe076c6bead9c26556f9,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877878/CRR877878_r2.fastq.gz,,,,,,,,,,,,,
1491,CRR877879,WATDE0823-1,PRJCA019636,CRX791670,fastq,CRR877879_f1.fastq.gz (22989139740 bytes),adc486dede19081672f3a8e86231b861,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877879/CRR877879_f1.fastq.gz,CRR877879_r2.fastq.gz (24010135338 bytes),a0c7812acaf59345965c4da202681b72,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877879/CRR877879_r2.fastq.gz,,,,,,,,,,,,,
1492,CRR877880,WATDE0823-2,PRJCA019636,CRX791670,fastq,CRR877880_f1.fastq.gz (21088029452 bytes),dff189d9c28ba189fd07c0716962061c,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877880/CRR877880_f1.fastq.gz,CRR877880_r2.fastq.gz (21971880415 bytes),1db7b8ec1c5f0625130e748140c087fd,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877880/CRR877880_r2.fastq.gz,,,,,,,,,,,,,
1493,CRR877881,WATDE0823-3,PRJCA019636,CRX791670,fastq,CRR877881_f1.fastq.gz (4679722315 bytes),55b60e543338baa9f72ab97c4ae77b45,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877881/CRR877881_f1.fastq.gz,CRR877881_r2.fastq.gz (4961820842 bytes),c79291bcf28e84843df451dce20b557c,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877881/CRR877881_r2.fastq.gz,,,,,,,,,,,,,
1494,CRR877884,WATDE0826-1,PRJCA019636,CRX791671,fastq,CRR877884_f1.fastq.gz (21629069767 bytes),6b34ecd4dbdc64e3d6207d9d0b2872aa,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877884/CRR877884_f1.fastq.gz,CRR877884_r2.fastq.gz (22503417137 bytes),2e483bfb376e6db6374e3d8e15adacd3,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877884/CRR877884_r2.fastq.gz,,,,,,,,,,,,,
1495,CRR877885,WATDE0826-2,PRJCA019636,CRX791671,fastq,CRR877885_f1.fastq.gz (3255182189 bytes),6df625d1b19e3ba2b614ba1b8be8372a,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877885/CRR877885_f1.fastq.gz,CRR877885_r2.fastq.gz (3441607846 bytes),6c3c29648d1c93b58c3d0e1b0d8fc892,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877885/CRR877885_r2.fastq.gz,,,,,,,,,,,,,
1496,CRR877886,WATDE0826-3,PRJCA019636,CRX791671,fastq,CRR877886_f1.fastq.gz (23651681307 bytes),b40973cb47ad2f1a03d1137350754fb6,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877886/CRR877886_f1.fastq.gz,CRR877886_r2.fastq.gz (24564474015 bytes),ed31c9c9612558196b32256c0c20c6bb,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877886/CRR877886_r2.fastq.gz,,,,,,,,,,,,,
1497,CRR877887,WATDE0827-1,PRJCA019636,CRX791672,fastq,CRR877887_f1.fastq.gz (26132813027 bytes),530514263b3ac441183136ca51844316,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877887/CRR877887_f1.fastq.gz,CRR877887_r2.fastq.gz (26803671643 bytes),5f6dae5ea5e1d93a404e5d429839ab78,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877887/CRR877887_r2.fastq.gz,,,,,,,,,,,,,
1498,CRR877888,WATDE0827-2,PRJCA019636,CRX791672,fastq,CRR877888_f1.fastq.gz (23840293987 bytes),cbf6accde6863c0936b0f3b83f7b4314,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877888/CRR877888_f1.fastq.gz,CRR877888_r2.fastq.gz (24683007937 bytes),3bbe5ddde3618bb6ad9da66a7a0e26ee,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877888/CRR877888_r2.fastq.gz,,,,,,,,,,,,,
1499,CRR877889,WATDE0828-1,PRJCA019636,CRX791673,fastq,CRR877889_f1.fastq.gz (12206864713 bytes),8b4d60a31e2a0ae3f8ad924ffb1326a2,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877889/CRR877889_f1.fastq.gz,CRR877889_r2.fastq.gz (12796027457 bytes),420e25ce4c1083f9cbf3d6a1b5bdfb2a,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877889/CRR877889_r2.fastq.gz,,,,,,,,,,,,,
1500,CRR877890,WATDE0828-2,PRJCA019636,CRX791673,fastq,CRR877890_f1.fastq.gz (2007249956 bytes),778978301607763c35a876005dfd3492,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877890/CRR877890_f1.fastq.gz,CRR877890_r2.fastq.gz (2135403358 bytes),0a9278327e969716021482ff2c6f3390,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877890/CRR877890_r2.fastq.gz,,,,,,,,,,,,,
1501,CRR877891,WATDE0828-3,PRJCA019636,CRX791673,fastq,CRR877891_f1.fastq.gz (11935812042 bytes),fc5050b808bb0fc29da8306a31b9022b,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877891/CRR877891_f1.fastq.gz,CRR877891_r2.fastq.gz (12497081808 bytes),4c9596bf86f30ed107d290ebe03c0dd2,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877891/CRR877891_r2.fastq.gz,,,,,,,,,,,,,
1502,CRR877892,WATDE0828-4,PRJCA019636,CRX791673,fastq,CRR877892_f1.fastq.gz (22642328067 bytes),a44cccf593b756f3dd65debade7efb22,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877892/CRR877892_f1.fastq.gz,CRR877892_r2.fastq.gz (23667787320 bytes),7f255955373786544b6bd3a06d1fb79c,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR877892/CRR877892_r2.fastq.gz,,,,,,,,,,,,,
1503,CRR876360,WATDE0103-1,PRJCA019636,CRX791674,fastq,CRR876360_f1.fastq.gz (27726051146 bytes),e825c23c939be79ce15d58a0e3a974d9,ftp://download.big.ac.cn/gsa/CRA012590/CRR876360/CRR876360_f1.fastq.gz,CRR876360_r2.fastq.gz (29594115813 bytes),10d2dd2a32c01ad3432043beed83c872,ftp://download.big.ac.cn/gsa/CRA012590/CRR876360/CRR876360_r2.fastq.gz,,,,,,,,,,,,,
1504,CRR876361,WATDE0103-2,PRJCA019636,CRX791674,fastq,CRR876361_f1.fastq.gz (32379774649 bytes),8f8e018ccb1623b5f7907011cea33868,ftp://download.big.ac.cn/gsa/CRA012590/CRR876361/CRR876361_f1.fastq.gz,CRR876361_r2.fastq.gz (34682074714 bytes),b1a8c1ffef3c4f92a8cad267f08ffc7e,ftp://download.big.ac.cn/gsa/CRA012590/CRR876361/CRR876361_r2.fastq.gz,,,,,,,,,,,,,
1505,CRR876372,WATDE0108-1,PRJCA019636,CRX791675,fastq,CRR876372_f1.fastq.gz (21868310588 bytes),281670689dd493cf0211186709497230,ftp://download.big.ac.cn/gsa/CRA012590/CRR876372/CRR876372_f1.fastq.gz,CRR876372_r2.fastq.gz (23334376767 bytes),5c44501346551ffadfd37c80c0d7e8af,ftp://download.big.ac.cn/gsa/CRA012590/CRR876372/CRR876372_r2.fastq.gz,,,,,,,,,,,,,
1506,CRR876373,WATDE0108-2,PRJCA019636,CRX791675,fastq,CRR876373_f1.fastq.gz (22134805653 bytes),440cd417efa82d22a76cc9315af46e47,ftp://download.big.ac.cn/gsa/CRA012590/CRR876373/CRR876373_f1.fastq.gz,CRR876373_r2.fastq.gz (23172047049 bytes),6fb54c2056cc37bfd27844aa3e456160,ftp://download.big.ac.cn/gsa/CRA012590/CRR876373/CRR876373_r2.fastq.gz,,,,,,,,,,,,,
1507,CRR876374,WATDE0108-3,PRJCA019636,CRX791675,fastq,CRR876374_f1.fastq.gz (600769135 bytes),730d06f6f73f373d6998da4aed3a973d,ftp://download.big.ac.cn/gsa/CRA012590/CRR876374/CRR876374_f1.fastq.gz,CRR876374_r2.fastq.gz (654957479 bytes),b583f569ca5b0d68d1a17bdaea40c018,ftp://download.big.ac.cn/gsa/CRA012590/CRR876374/CRR876374_r2.fastq.gz,,,,,,,,,,,,,
1508,CRR876375,WATDE0108-4,PRJCA019636,CRX791675,fastq,CRR876375_f1.fastq.gz (4527844757 bytes),269427d07186b612d5d69b6e738c3064,ftp://download.big.ac.cn/gsa/CRA012590/CRR876375/CRR876375_f1.fastq.gz,CRR876375_r2.fastq.gz (4932296075 bytes),4c188ac64400f4f07ae2cc4a0b67b472,ftp://download.big.ac.cn/gsa/CRA012590/CRR876375/CRR876375_r2.fastq.gz,,,,,,,,,,,,,
1509,CRR876376,WATDE0109-1,PRJCA019636,CRX791676,fastq,CRR876376_f1.fastq.gz (21968025735 bytes),0b4f71952cc3d4c1385369f63ad1691b,ftp://download.big.ac.cn/gsa/CRA012590/CRR876376/CRR876376_f1.fastq.gz,CRR876376_r2.fastq.gz (23056141947 bytes),92307ce735c7dc3c847f46037a999593,ftp://download.big.ac.cn/gsa/CRA012590/CRR876376/CRR876376_r2.fastq.gz,,,,,,,,,,,,,
1510,CRR876377,WATDE0109-2,PRJCA019636,CRX791676,fastq,CRR876377_f1.fastq.gz (20115529984 bytes),b452d31b2f6f70042710a8f37f338ace,ftp://download.big.ac.cn/gsa/CRA012590/CRR876377/CRR876377_f1.fastq.gz,CRR876377_r2.fastq.gz (21154679692 bytes),cd6163823bd091e26e86daf8f71e1fc0,ftp://download.big.ac.cn/gsa/CRA012590/CRR876377/CRR876377_r2.fastq.gz,,,,,,,,,,,,,
1511,CRR876378,WATDE0109-3,PRJCA019636,CRX791676,fastq,CRR876378_f1.fastq.gz (1857629299 bytes),32483f45159564479e3b85a77ae973c1,ftp://download.big.ac.cn/gsa/CRA012590/CRR876378/CRR876378_f1.fastq.gz,CRR876378_r2.fastq.gz (2002572512 bytes),60be4a865c2bad670c92703e2e22b457,ftp://download.big.ac.cn/gsa/CRA012590/CRR876378/CRR876378_r2.fastq.gz,,,,,,,,,,,,,
1512,CRR876379,WATDE0109-4,PRJCA019636,CRX791676,fastq,CRR876379_f1.fastq.gz (3094458069 bytes),0a2c73762796e2e905633241d435017c,ftp://download.big.ac.cn/gsa/CRA012590/CRR876379/CRR876379_f1.fastq.gz,CRR876379_r2.fastq.gz (3235128456 bytes),29a01ce5afcc2cc65920c9bcf5e5be76,ftp://download.big.ac.cn/gsa/CRA012590/CRR876379/CRR876379_r2.fastq.gz,,,,,,,,,,,,,
1513,CRR876380,WATDE0109-5,PRJCA019636,CRX791676,fastq,CRR876380_f1.fastq.gz (1796677079 bytes),554768d0d9e86aff07e4189989aa5a2e,ftp://download.big.ac.cn/gsa/CRA012590/CRR876380/CRR876380_f1.fastq.gz,CRR876380_r2.fastq.gz (1928454292 bytes),a47208b5a3c305531bd88c8e62e867bd,ftp://download.big.ac.cn/gsa/CRA012590/CRR876380/CRR876380_r2.fastq.gz,,,,,,,,,,,,,
1514,CRR878117,WATDE0951-1,PRJCA019636,CRX791677,fastq,CRR878117_f1.fastq.gz (26778206451 bytes),6dbfa3efc416456a9686f909588724bb,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878117/CRR878117_f1.fastq.gz,CRR878117_r2.fastq.gz (28243508181 bytes),d0f12d6b7a47ce212f2658c34a03a174,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878117/CRR878117_r2.fastq.gz,,,,,,,,,,,,,
1515,CRR878118,WATDE0951-2,PRJCA019636,CRX791677,fastq,CRR878118_f1.fastq.gz (31031313786 bytes),3770863e1d3d5ca1bcc245dbec84ad24,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878118/CRR878118_f1.fastq.gz,CRR878118_r2.fastq.gz (32910903846 bytes),ff7211764c976647e7c1eb2d1531c445,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878118/CRR878118_r2.fastq.gz,,,,,,,,,,,,,
1516,CRR878139,WATDE0961-1,PRJCA019636,CRX791678,fastq,CRR878139_f1.fastq.gz (25796587099 bytes),269ba55b85d18da30177402083e1aaf3,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878139/CRR878139_f1.fastq.gz,CRR878139_r2.fastq.gz (26244126256 bytes),098388c1c3425f39547e57a9ae94e8a7,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878139/CRR878139_r2.fastq.gz,,,,,,,,,,,,,
1517,CRR878140,WATDE0961-2,PRJCA019636,CRX791678,fastq,CRR878140_f1.fastq.gz (28743996815 bytes),c29563b7a47696a4c4f41b326339125f,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878140/CRR878140_f1.fastq.gz,CRR878140_r2.fastq.gz (30717672666 bytes),be0009e2cb78f8c5954340dd66237ef7,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878140/CRR878140_r2.fastq.gz,,,,,,,,,,,,,
1518,CRR878143,WATDE0965-1,PRJCA019636,CRX791679,fastq,CRR878143_f1.fastq.gz (3350480482 bytes),03669f403595509e24ce9c7c52abfb6f,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878143/CRR878143_f1.fastq.gz,CRR878143_r2.fastq.gz (3569383460 bytes),e654efd5138d53bdf7b705ea8f76cb5d,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878143/CRR878143_r2.fastq.gz,,,,,,,,,,,,,
1519,CRR878144,WATDE0965-2,PRJCA019636,CRX791679,fastq,CRR878144_f1.fastq.gz (1998684907 bytes),85520a599561c51e769a1b104871a15c,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878144/CRR878144_f1.fastq.gz,CRR878144_r2.fastq.gz (2181993717 bytes),953a0eb127aa4e75fe4b2486aa012efd,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878144/CRR878144_r2.fastq.gz,,,,,,,,,,,,,
1520,CRR878145,WATDE0965-3,PRJCA019636,CRX791679,fastq,CRR878145_f1.fastq.gz (1964671039 bytes),e07272bbeaf8001d79d92b088e7822f3,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878145/CRR878145_f1.fastq.gz,CRR878145_r2.fastq.gz (2140438023 bytes),44ec843cc77470f371553723e0879aef,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878145/CRR878145_r2.fastq.gz,,,,,,,,,,,,,
1521,CRR878146,WATDE0965-4,PRJCA019636,CRX791679,fastq,CRR878146_f1.fastq.gz (21793593337 bytes),4d287097e3edf2db98f74a7cb7bb075e,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878146/CRR878146_f1.fastq.gz,CRR878146_r2.fastq.gz (22499494938 bytes),eda3cd02350e509249d27bb2704daa1a,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878146/CRR878146_r2.fastq.gz,,,,,,,,,,,,,
1522,CRR878147,WATDE0965-5,PRJCA019636,CRX791679,fastq,CRR878147_f1.fastq.gz (22823164145 bytes),bac1bc92636b52fd204c2fb163e5411a,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878147/CRR878147_f1.fastq.gz,CRR878147_r2.fastq.gz (24383730597 bytes),a920882b8d61d1d3861f673592b489f2,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878147/CRR878147_r2.fastq.gz,,,,,,,,,,,,,
1523,CRR878148,WATDE0966-1,PRJCA019636,CRX791680,fastq,CRR878148_f1.fastq.gz (28337935282 bytes),fc72c373bd75ce0507bfbb0c72cfd449,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878148/CRR878148_f1.fastq.gz,CRR878148_r2.fastq.gz (30266132420 bytes),1cddbce0d7af5de94a1b24c7ede890e6,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878148/CRR878148_r2.fastq.gz,,,,,,,,,,,,,
1524,CRR878149,WATDE0966-2,PRJCA019636,CRX791680,fastq,CRR878149_f1.fastq.gz (24273537796 bytes),e1a3b22e83e2fb19db1787e2ac065b4a,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878149/CRR878149_f1.fastq.gz,CRR878149_r2.fastq.gz (25786860221 bytes),c7d40896c993c3cdde6e6d46d188fa5b,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878149/CRR878149_r2.fastq.gz,,,,,,,,,,,,,
1525,CRR878173,WATDE0979-1,PRJCA019636,CRX791681,fastq,CRR878173_f1.fastq.gz (29603769617 bytes),888fd6542fb233f0d1acfafe3602331c,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878173/CRR878173_f1.fastq.gz,CRR878173_r2.fastq.gz (29694942018 bytes),7208abd697f8c17b80174d59c76001d6,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878173/CRR878173_r2.fastq.gz,,,,,,,,,,,,,
1526,CRR878174,WATDE0979-2,PRJCA019636,CRX791681,fastq,CRR878174_f1.fastq.gz (25476519870 bytes),3692281d03ae0251ba3dcb8f2c1ee8ed,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878174/CRR878174_f1.fastq.gz,CRR878174_r2.fastq.gz (26556325881 bytes),645a26f27ef5b71c991328caf2cb1e95,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878174/CRR878174_r2.fastq.gz,,,,,,,,,,,,,
1527,CRR878185,WATDE0987-1,PRJCA019636,CRX791682,fastq,CRR878185_f1.fastq.gz (24794451289 bytes),b753a5ebbd46964dcdd3364fc4e5d484,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878185/CRR878185_f1.fastq.gz,CRR878185_r2.fastq.gz (26019494456 bytes),cbce3ef2c5409b7724437f53c9ced2f1,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878185/CRR878185_r2.fastq.gz,,,,,,,,,,,,,
1528,CRR878186,WATDE0987-2,PRJCA019636,CRX791682,fastq,CRR878186_f1.fastq.gz (29794233514 bytes),986fa97fe8c367686afde617a737b15c,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878186/CRR878186_f1.fastq.gz,CRR878186_r2.fastq.gz (30567733390 bytes),0cb8b7dbe4c29374045bc1a58130c131,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878186/CRR878186_r2.fastq.gz,,,,,,,,,,,,,
1529,CRR878200,WATDE0997-1,PRJCA019636,CRX791683,fastq,CRR878200_f1.fastq.gz (26416738550 bytes),ce1837a886b05cb247521b16da61ea31,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878200/CRR878200_f1.fastq.gz,CRR878200_r2.fastq.gz (27109585265 bytes),d18fa00bc09b2474e5df5709bac9f3b0,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878200/CRR878200_r2.fastq.gz,,,,,,,,,,,,,
1530,CRR878201,WATDE0997-2,PRJCA019636,CRX791683,fastq,CRR878201_f1.fastq.gz (22751095897 bytes),34b0a59feee3957a3664c81333e92aa7,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878201/CRR878201_f1.fastq.gz,CRR878201_r2.fastq.gz (23613814153 bytes),6998baf0ab2dc95e101d1adff3138171,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878201/CRR878201_r2.fastq.gz,,,,,,,,,,,,,
1531,CRR878205,WATDE1001-1,PRJCA019636,CRX791684,fastq,CRR878205_f1.fastq.gz (24253944097 bytes),bd9d5c4086e60691e91fc87b424d1229,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878205/CRR878205_f1.fastq.gz,CRR878205_r2.fastq.gz (24970747557 bytes),956175d310d9a5e2b3743b3715a2120a,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878205/CRR878205_r2.fastq.gz,,,,,,,,,,,,,
1532,CRR878206,WATDE1001-2,PRJCA019636,CRX791684,fastq,CRR878206_f1.fastq.gz (29211641709 bytes),0b67abc0c2f47f3980b50394198ecdb4,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878206/CRR878206_f1.fastq.gz,CRR878206_r2.fastq.gz (30393958306 bytes),52d8fa3426964148e55287c0549640d5,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878206/CRR878206_r2.fastq.gz,,,,,,,,,,,,,
1533,CRR878207,WATDE1002-1,PRJCA019636,CRX791685,fastq,CRR878207_f1.fastq.gz (27960232320 bytes),f118c4388ce76c4fc392a29a7bd19a6e,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878207/CRR878207_f1.fastq.gz,CRR878207_r2.fastq.gz (29432915961 bytes),91a7a215923403700b3e9733a4abc6e7,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878207/CRR878207_r2.fastq.gz,,,,,,,,,,,,,
1534,CRR878208,WATDE1002-2,PRJCA019636,CRX791685,fastq,CRR878208_f1.fastq.gz (27299010647 bytes),d70ff1eb4505920f6f39f5e009f8cdfc,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878208/CRR878208_f1.fastq.gz,CRR878208_r2.fastq.gz (28511154155 bytes),08939f5bc0db1426ed55726ae51bd070,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878208/CRR878208_r2.fastq.gz,,,,,,,,,,,,,
1535,CRR878226,WATDE1014-1,PRJCA019636,CRX791686,fastq,CRR878226_f1.fastq.gz (29042360529 bytes),17cbcc3bc35261ecf1fda4cd8629b0bf,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878226/CRR878226_f1.fastq.gz,CRR878226_r2.fastq.gz (30749960920 bytes),ff38ab7195d1c27579e74b01b56de2c4,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878226/CRR878226_r2.fastq.gz,,,,,,,,,,,,,
1536,CRR878227,WATDE1014-2,PRJCA019636,CRX791686,fastq,CRR878227_f1.fastq.gz (22557962997 bytes),bb79075fa94e4dc8c9ff9150b1de618c,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878227/CRR878227_f1.fastq.gz,CRR878227_r2.fastq.gz (24012931673 bytes),a76faa11a5b22584d50c46aa7a503327,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878227/CRR878227_r2.fastq.gz,,,,,,,,,,,,,
1537,CRR878228,WATDE1016-1,PRJCA019636,CRX791687,fastq,CRR878228_f1.fastq.gz (30521103615 bytes),972897d1fa66235df7965cbf37ba98db,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878228/CRR878228_f1.fastq.gz,CRR878228_r2.fastq.gz (31811418927 bytes),088c6ad41f6d3602b0eaabaf76dd765a,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878228/CRR878228_r2.fastq.gz,,,,,,,,,,,,,
1538,CRR878229,WATDE1016-2,PRJCA019636,CRX791687,fastq,CRR878229_f1.fastq.gz (28539762050 bytes),f331e3fde840376838b714699e94fa22,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878229/CRR878229_f1.fastq.gz,CRR878229_r2.fastq.gz (29461669297 bytes),0891bd97a411b14dd6c9324ddf2aaf0f,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878229/CRR878229_r2.fastq.gz,,,,,,,,,,,,,
1539,CRR878237,WATDE1021-1,PRJCA019636,CRX791688,fastq,CRR878237_f1.fastq.gz (30555076131 bytes),ae7dbcb7c2a94886683035a46539dcca,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878237/CRR878237_f1.fastq.gz,CRR878237_r2.fastq.gz (31360835147 bytes),c3d563706f6d28a9582c293ff6f87c94,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878237/CRR878237_r2.fastq.gz,,,,,,,,,,,,,
1540,CRR878238,WATDE1021-2,PRJCA019636,CRX791688,fastq,CRR878238_f1.fastq.gz (34992421929 bytes),c58819f26ed8d5110a8afccb2e87ee35,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878238/CRR878238_f1.fastq.gz,CRR878238_r2.fastq.gz (36615106497 bytes),bea3c8a82d6966fb5bbc4b7b37f3763a,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878238/CRR878238_r2.fastq.gz,,,,,,,,,,,,,
1541,CRR878239,WATDE1023-1,PRJCA019636,CRX791689,fastq,CRR878239_f1.fastq.gz (1671203929 bytes),35d34f78a7688b40ce3ebc3dd126dc29,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878239/CRR878239_f1.fastq.gz,CRR878239_r2.fastq.gz (1753815065 bytes),4b2fcd982a65af01b6995e26274bbaa8,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878239/CRR878239_r2.fastq.gz,,,,,,,,,,,,,
1542,CRR878240,WATDE1023-2,PRJCA019636,CRX791689,fastq,CRR878240_f1.fastq.gz (22956897510 bytes),984ff4178064ff4d010ce7ec0ee9b4a7,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878240/CRR878240_f1.fastq.gz,CRR878240_r2.fastq.gz (23719068526 bytes),38427ebbb8757c2ec66bf30f31da81a9,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878240/CRR878240_r2.fastq.gz,,,,,,,,,,,,,
1543,CRR878241,WATDE1023-3,PRJCA019636,CRX791689,fastq,CRR878241_f1.fastq.gz (23489860991 bytes),217a67132890b096c4a7042be7128716,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878241/CRR878241_f1.fastq.gz,CRR878241_r2.fastq.gz (24725584450 bytes),7c4cd32a5ef8ca291f768d438b915322,ftp://download.big.ac.cn/gsa/CRA012590/2/CRR878241/CRR878241_r2.fastq.gz,,,,,,,,,,,,,
1544,CRR877230,WATDE0500-1,PRJCA019636,CRX791690,fastq,CRR877230_f1.fastq.gz (24761313018 bytes),5ef5dd8120882aa078d919202d439780,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877230/CRR877230_f1.fastq.gz,CRR877230_r2.fastq.gz (25322741360 bytes),8acab541b4d7f1bb354fe972aec01a60,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877230/CRR877230_r2.fastq.gz,,,,,,,,,,,,,
1545,CRR877231,WATDE0500-2,PRJCA019636,CRX791690,fastq,CRR877231_f1.fastq.gz (27188055181 bytes),6cb612dfdf0141d7ea360c559de7fccf,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877231/CRR877231_f1.fastq.gz,CRR877231_r2.fastq.gz (27837086205 bytes),a1bb1ed8132c059c62b4be45e358d755,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877231/CRR877231_r2.fastq.gz,,,,,,,,,,,,,
1546,CRR877232,WATDE0501-1,PRJCA019636,CRX791691,fastq,CRR877232_f1.fastq.gz (32959874705 bytes),4eb4b9a6c1c1adbc5a51e3b041d315b2,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877232/CRR877232_f1.fastq.gz,CRR877232_r2.fastq.gz (36036714439 bytes),3b6f6b3450306fd169299d2200a66cc6,ftp://download.big.ac.cn/gsa/CRA012590/1/CRR877232/CRR877232_r2.fastq.gz,,,,,,,,,,,,,
