ID,Accession,Run title,BioProject accession,Experiment accession,Run data file type,Read filename 1,Read file1 MD5,DownLoad Read file1,Read filename 2,Read file2 MD5,DownLoad Read file2,Index filename 1,Index file1 MD5,DownLoad Index file1,Index filename 2,Index file2 MD5,DownLoad Index file2,Reference file name,MD5 for reference file,Assembly Name or Accession,Assembly Accession URL,other_db,accession_in_other_db,other_db_url
51,CRR875630,Capitaine-2,PRJCA019636,CRX791118,fastq,CRR875630_f1.fastq.gz (119832176228 bytes),6eb00346bc870931b17f9464c3602444,ftp://download.big.ac.cn/gsa/CRA012590/CRR875630/CRR875630_f1.fastq.gz,CRR875630_r2.fastq.gz (114497935257 bytes),0ed882ef7e28c4df8aa045d5a61ce84d,ftp://download.big.ac.cn/gsa/CRA012590/CRR875630/CRR875630_r2.fastq.gz,,,,,,,,,,,,,
52,CRR875642,Catamaran-1,PRJCA019636,CRX791119,fastq,CRR875642_f1.fastq.gz (65221677709 bytes),75af66506e78627f5ef78455e1972106,ftp://download.big.ac.cn/gsa/CRA012590/CRR875642/CRR875642_f1.fastq.gz,CRR875642_r2.fastq.gz (67328944906 bytes),a6e0838fbf21756f3a2b94de6e9b9fd8,ftp://download.big.ac.cn/gsa/CRA012590/CRR875642/CRR875642_r2.fastq.gz,,,,,,,,,,,,,
53,CRR875643,Catamaran-2,PRJCA019636,CRX791119,fastq,CRR875643_f1.fastq.gz (51243716296 bytes),1f43ed9909ca71dd902ba17a2b83ac5f,ftp://download.big.ac.cn/gsa/CRA012590/CRR875643/CRR875643_f1.fastq.gz,CRR875643_r2.fastq.gz (52889324338 bytes),9b4aaef48643088300eb87230f9bde2c,ftp://download.big.ac.cn/gsa/CRA012590/CRR875643/CRR875643_r2.fastq.gz,,,,,,,,,,,,,
54,CRR875670,Claire-1,PRJCA019636,CRX791120,fastq,CRR875670_f1.fastq.gz (112404876561 bytes),3444e3acc4730973f908b9f2d31473d4,ftp://download.big.ac.cn/gsa/CRA012590/CRR875670/CRR875670_f1.fastq.gz,CRR875670_r2.fastq.gz (108852801590 bytes),4547b6d117cd58237366b56fdae5926c,ftp://download.big.ac.cn/gsa/CRA012590/CRR875670/CRR875670_r2.fastq.gz,,,,,,,,,,,,,
55,CRR875671,Claire-2,PRJCA019636,CRX791120,fastq,CRR875671_f1.fastq.gz (41194276592 bytes),cd0a3f26b33b7595be6cf7975b284740,ftp://download.big.ac.cn/gsa/CRA012590/CRR875671/CRR875671_f1.fastq.gz,CRR875671_r2.fastq.gz (39859514141 bytes),75d49466ea084d40896baefff05c6914,ftp://download.big.ac.cn/gsa/CRA012590/CRR875671/CRR875671_r2.fastq.gz,,,,,,,,,,,,,
56,CRR875672,Consort-1,PRJCA019636,CRX791121,fastq,CRR875672_f1.fastq.gz (120196462633 bytes),ba95e86cff6bb78c465e802d37b374de,ftp://download.big.ac.cn/gsa/CRA012590/CRR875672/CRR875672_f1.fastq.gz,CRR875672_r2.fastq.gz (115840362455 bytes),45364dc27a2404fe27733976da0d365a,ftp://download.big.ac.cn/gsa/CRA012590/CRR875672/CRR875672_r2.fastq.gz,,,,,,,,,,,,,
57,CRR875673,Consort-2,PRJCA019636,CRX791121,fastq,CRR875673_f1.fastq.gz (38043155818 bytes),05e8a3bc5b39254983056d00c6d1446c,ftp://download.big.ac.cn/gsa/CRA012590/CRR875673/CRR875673_f1.fastq.gz,CRR875673_r2.fastq.gz (36566549855 bytes),ff1f66c2c2b5ed5231ded380d0cae12e,ftp://download.big.ac.cn/gsa/CRA012590/CRR875673/CRR875673_r2.fastq.gz,,,,,,,,,,,,,
58,CRR875680,Crest-1,PRJCA019636,CRX791122,fastq,CRR875680_f1.fastq.gz (59558851138 bytes),a0f24defa909c6bcff7b0470658d04fd,ftp://download.big.ac.cn/gsa/CRA012590/CRR875680/CRR875680_f1.fastq.gz,CRR875680_r2.fastq.gz (56990640122 bytes),26f04a4953db262ab8a7788d8caeacc7,ftp://download.big.ac.cn/gsa/CRA012590/CRR875680/CRR875680_r2.fastq.gz,,,,,,,,,,,,,
59,CRR875681,Crest-2,PRJCA019636,CRX791122,fastq,CRR875681_f1.fastq.gz (18606573139 bytes),5b29f1ca23df6535c12ebc39d5e3d571,ftp://download.big.ac.cn/gsa/CRA012590/CRR875681/CRR875681_f1.fastq.gz,CRR875681_r2.fastq.gz (17778750823 bytes),f9da407eb0f38d523701b9ec0266bf45,ftp://download.big.ac.cn/gsa/CRA012590/CRR875681/CRR875681_r2.fastq.gz,,,,,,,,,,,,,
60,CRR875682,Crest-3,PRJCA019636,CRX791122,fastq,CRR875682_f1.fastq.gz (44951246360 bytes),598bdfa872befbdc4c63d69819825eb6,ftp://download.big.ac.cn/gsa/CRA012590/CRR875682/CRR875682_f1.fastq.gz,CRR875682_r2.fastq.gz (47229231534 bytes),c439cc81804a5a9fad861e23953c8553,ftp://download.big.ac.cn/gsa/CRA012590/CRR875682/CRR875682_r2.fastq.gz,,,,,,,,,,,,,
61,CRR875686,David-1,PRJCA019636,CRX791123,fastq,CRR875686_f1.fastq.gz (80566613821 bytes),7bab973a925c7183e746cac9197cca7c,ftp://download.big.ac.cn/gsa/CRA012590/CRR875686/CRR875686_f1.fastq.gz,CRR875686_r2.fastq.gz (76912030471 bytes),f8ec16b81271d99094be875dc9626905,ftp://download.big.ac.cn/gsa/CRA012590/CRR875686/CRR875686_r2.fastq.gz,,,,,,,,,,,,,
62,CRR875687,David-2,PRJCA019636,CRX791123,fastq,CRR875687_f1.fastq.gz (23438595736 bytes),8ed08fffe6683f8352a49aed35b05222,ftp://download.big.ac.cn/gsa/CRA012590/CRR875687/CRR875687_f1.fastq.gz,CRR875687_r2.fastq.gz (22404739267 bytes),67a8fe625b15994d4cfb96a08c042545,ftp://download.big.ac.cn/gsa/CRA012590/CRR875687/CRR875687_r2.fastq.gz,,,,,,,,,,,,,
63,CRR875691,Diablo-1,PRJCA019636,CRX791124,fastq,CRR875691_f1.fastq.gz (74456144869 bytes),ee9c55530091de4dc74b36e3a5f143a2,ftp://download.big.ac.cn/gsa/CRA012590/CRR875691/CRR875691_f1.fastq.gz,CRR875691_r2.fastq.gz (71667099982 bytes),aa79c8875272e3e0a3b2d1591b2726d3,ftp://download.big.ac.cn/gsa/CRA012590/CRR875691/CRR875691_r2.fastq.gz,,,,,,,,,,,,,
64,CRR875692,Diablo-2,PRJCA019636,CRX791124,fastq,CRR875692_f1.fastq.gz (65792294278 bytes),4827e39abf6baebd7835671e32f3b732,ftp://download.big.ac.cn/gsa/CRA012590/CRR875692/CRR875692_f1.fastq.gz,CRR875692_r2.fastq.gz (63225438844 bytes),0727edc0dcaeddb1820c381800e52a11,ftp://download.big.ac.cn/gsa/CRA012590/CRR875692/CRR875692_r2.fastq.gz,,,,,,,,,,,,,
65,CRR875696,Disponent-1,PRJCA019636,CRX791125,fastq,CRR875696_f1.fastq.gz (62758386501 bytes),bcb07c0a68c215f9f8238b10141250b1,ftp://download.big.ac.cn/gsa/CRA012590/CRR875696/CRR875696_f1.fastq.gz,CRR875696_r2.fastq.gz (60348808473 bytes),9e598fdebdc82b52c9e9e8a034ab5ba5,ftp://download.big.ac.cn/gsa/CRA012590/CRR875696/CRR875696_r2.fastq.gz,,,,,,,,,,,,,
66,CRR875697,Disponent-2,PRJCA019636,CRX791125,fastq,CRR875697_f1.fastq.gz (114728118377 bytes),c26ee8fcbd49f2668f8ef21650d00ff1,ftp://download.big.ac.cn/gsa/CRA012590/CRR875697/CRR875697_f1.fastq.gz,CRR875697_r2.fastq.gz (110215422948 bytes),3078be8f3954ebfca2d1e5c520d9e776,ftp://download.big.ac.cn/gsa/CRA012590/CRR875697/CRR875697_r2.fastq.gz,,,,,,,,,,,,,
67,CRR875698,Dorby-1,PRJCA019636,CRX791126,fastq,CRR875698_f1.fastq.gz (83725584171 bytes),5f2c1e28eb1e6b133acce1a5a9e35adc,ftp://download.big.ac.cn/gsa/CRA012590/CRR875698/CRR875698_f1.fastq.gz,CRR875698_r2.fastq.gz (85478335361 bytes),8eefc22f7ba063c26a9b4f3af76c2af2,ftp://download.big.ac.cn/gsa/CRA012590/CRR875698/CRR875698_r2.fastq.gz,,,,,,,,,,,,,
68,CRR875699,Dorby-2,PRJCA019636,CRX791126,fastq,CRR875699_f1.fastq.gz (34936429891 bytes),3773eb8d34c4894d0c1d69b44ea367a9,ftp://download.big.ac.cn/gsa/CRA012590/CRR875699/CRR875699_f1.fastq.gz,CRR875699_r2.fastq.gz (35478499586 bytes),8f46aa7899955bcf60b4cb1a937051a4,ftp://download.big.ac.cn/gsa/CRA012590/CRR875699/CRR875699_r2.fastq.gz,,,,,,,,,,,,,
69,CRR875700,Drake-1,PRJCA019636,CRX791127,fastq,CRR875700_f1.fastq.gz (10700752320 bytes),9adfba744c8402433ff93d4230a096a0,ftp://download.big.ac.cn/gsa/CRA012590/CRR875700/CRR875700_f1.fastq.gz,CRR875700_r2.fastq.gz (10490557731 bytes),895d0bd986f27be52a2553ddf9acc53d,ftp://download.big.ac.cn/gsa/CRA012590/CRR875700/CRR875700_r2.fastq.gz,,,,,,,,,,,,,
70,CRR875701,Drake-2,PRJCA019636,CRX791127,fastq,CRR875701_f1.fastq.gz (54004902602 bytes),f02455ea9566bef59207d7fc7bcf8b53,ftp://download.big.ac.cn/gsa/CRA012590/CRR875701/CRR875701_f1.fastq.gz,CRR875701_r2.fastq.gz (51267969180 bytes),a216d2bd9b72d350b68b3794c628245a,ftp://download.big.ac.cn/gsa/CRA012590/CRR875701/CRR875701_r2.fastq.gz,,,,,,,,,,,,,
71,CRR875702,Drake-3,PRJCA019636,CRX791127,fastq,CRR875702_f1.fastq.gz (55515686923 bytes),2b63ca97a5dee7c840f123d9ce48018f,ftp://download.big.ac.cn/gsa/CRA012590/CRR875702/CRR875702_f1.fastq.gz,CRR875702_r2.fastq.gz (53280878081 bytes),cb6cd64a446f249319ef1f115e8b367d,ftp://download.big.ac.cn/gsa/CRA012590/CRR875702/CRR875702_r2.fastq.gz,,,,,,,,,,,,,
72,CRR875703,Drake-4,PRJCA019636,CRX791127,fastq,CRR875703_f1.fastq.gz (10023416564 bytes),1afc1ba31f734b4c0e5952fb74a8fac7,ftp://download.big.ac.cn/gsa/CRA012590/CRR875703/CRR875703_f1.fastq.gz,CRR875703_r2.fastq.gz (9755724690 bytes),f32f1e3c98138158210bc91b953b65ed,ftp://download.big.ac.cn/gsa/CRA012590/CRR875703/CRR875703_r2.fastq.gz,,,,,,,,,,,,,
73,CRR875704,Drake-5,PRJCA019636,CRX791127,fastq,CRR875704_f1.fastq.gz (24007518881 bytes),0ed579f4f4a738111d1ec4dda611cce4,ftp://download.big.ac.cn/gsa/CRA012590/CRR875704/CRR875704_f1.fastq.gz,CRR875704_r2.fastq.gz (25742613394 bytes),c71dae3fd6128ddabd42677e9f29b730,ftp://download.big.ac.cn/gsa/CRA012590/CRR875704/CRR875704_r2.fastq.gz,,,,,,,,,,,,,
74,CRR875705,Drake-6,PRJCA019636,CRX791127,fastq,CRR875705_f1.fastq.gz (28029619954 bytes),77f8ac3ee80b0c50dfa4d72e62576d7d,ftp://download.big.ac.cn/gsa/CRA012590/CRR875705/CRR875705_f1.fastq.gz,CRR875705_r2.fastq.gz (29787698958 bytes),de299df66b87d3f8e30c0833bd3f1c9c,ftp://download.big.ac.cn/gsa/CRA012590/CRR875705/CRR875705_r2.fastq.gz,,,,,,,,,,,,,
75,CRR875706,Drauhofener Kolben-1,PRJCA019636,CRX791128,fastq,CRR875706_f1.fastq.gz (65674020761 bytes),eddd15a524218ef4a484dfba45ba5cd2,ftp://download.big.ac.cn/gsa/CRA012590/CRR875706/CRR875706_f1.fastq.gz,CRR875706_r2.fastq.gz (63641851799 bytes),faeb8d7a7fbc206a9176f7c00ba38b2b,ftp://download.big.ac.cn/gsa/CRA012590/CRR875706/CRR875706_r2.fastq.gz,,,,,,,,,,,,,
76,CRR875707,Drauhofener Kolben-2,PRJCA019636,CRX791128,fastq,CRR875707_f1.fastq.gz (82894211323 bytes),61fe4c29752d9ef72d10f97f74c72ccb,ftp://download.big.ac.cn/gsa/CRA012590/CRR875707/CRR875707_f1.fastq.gz,CRR875707_r2.fastq.gz (80451076466 bytes),9959e22b4866d26c0abae606928c448e,ftp://download.big.ac.cn/gsa/CRA012590/CRR875707/CRR875707_r2.fastq.gz,,,,,,,,,,,,,
77,CRR875708,Druid-1,PRJCA019636,CRX791129,fastq,CRR875708_f1.fastq.gz (67151873640 bytes),1e420e77d8c14a85aaa9141ee23bc83c,ftp://download.big.ac.cn/gsa/CRA012590/CRR875708/CRR875708_f1.fastq.gz,CRR875708_r2.fastq.gz (65077870047 bytes),7fe0a6e93177fedc805050070329a91f,ftp://download.big.ac.cn/gsa/CRA012590/CRR875708/CRR875708_r2.fastq.gz,,,,,,,,,,,,,
78,CRR875709,Druid-2,PRJCA019636,CRX791129,fastq,CRR875709_f1.fastq.gz (78972054768 bytes),5770a67824a0492badd1851f863b1380,ftp://download.big.ac.cn/gsa/CRA012590/CRR875709/CRR875709_f1.fastq.gz,CRR875709_r2.fastq.gz (76638770831 bytes),e5bbe4b41268d6a93cdb1c7ec63b570c,ftp://download.big.ac.cn/gsa/CRA012590/CRR875709/CRR875709_r2.fastq.gz,,,,,,,,,,,,,
79,CRR875710,Eagle-1,PRJCA019636,CRX791130,fastq,CRR875710_f1.fastq.gz (79876268852 bytes),7eb7fa3d1fcd61445251e9d3cada70d5,ftp://download.big.ac.cn/gsa/CRA012590/CRR875710/CRR875710_f1.fastq.gz,CRR875710_r2.fastq.gz (78550334725 bytes),7abd8bbb5ea46d614ccd4e3ec1115eb2,ftp://download.big.ac.cn/gsa/CRA012590/CRR875710/CRR875710_r2.fastq.gz,,,,,,,,,,,,,
80,CRR875711,Eagle-2,PRJCA019636,CRX791130,fastq,CRR875711_f1.fastq.gz (46661659099 bytes),5a176357cac8fc5d4ad44197842ba0e7,ftp://download.big.ac.cn/gsa/CRA012590/CRR875711/CRR875711_f1.fastq.gz,CRR875711_r2.fastq.gz (46004608929 bytes),08c9a8c8f47035b8eb0a34f4cff915f9,ftp://download.big.ac.cn/gsa/CRA012590/CRR875711/CRR875711_r2.fastq.gz,,,,,,,,,,,,,
81,CRR875712,Encore-1,PRJCA019636,CRX791131,fastq,CRR875712_f1.fastq.gz (111706944162 bytes),f258749c65d84fbf3154e2c1d2da3e12,ftp://download.big.ac.cn/gsa/CRA012590/CRR875712/CRR875712_f1.fastq.gz,CRR875712_r2.fastq.gz (106102612472 bytes),50898d3cc1eff6db7b6d7d42a2802277,ftp://download.big.ac.cn/gsa/CRA012590/CRR875712/CRR875712_r2.fastq.gz,,,,,,,,,,,,,
82,CRR875713,Encore-2,PRJCA019636,CRX791131,fastq,CRR875713_f1.fastq.gz (33745373367 bytes),379c4b90e0c40cc8575a54a58c0de222,ftp://download.big.ac.cn/gsa/CRA012590/CRR875713/CRR875713_f1.fastq.gz,CRR875713_r2.fastq.gz (32247630250 bytes),d9b6c54e86c472e359b3cd04180b6b5e,ftp://download.big.ac.cn/gsa/CRA012590/CRR875713/CRR875713_r2.fastq.gz,,,,,,,,,,,,,
83,CRR875718,Ergo-1,PRJCA019636,CRX791132,fastq,CRR875718_f1.fastq.gz (4151768361 bytes),065db0c1a0ebb123b8e501691e6ac9fc,ftp://download.big.ac.cn/gsa/CRA012590/CRR875718/CRR875718_f1.fastq.gz,CRR875718_r2.fastq.gz (4143218294 bytes),4f9cfb0b67ea5028d8be51b0e6ed2316,ftp://download.big.ac.cn/gsa/CRA012590/CRR875718/CRR875718_r2.fastq.gz,,,,,,,,,,,,,
84,CRR875719,Ergo-2,PRJCA019636,CRX791132,fastq,CRR875719_f1.fastq.gz (2862121664 bytes),2e49070c82c0233dfba930ccf61e58e6,ftp://download.big.ac.cn/gsa/CRA012590/CRR875719/CRR875719_f1.fastq.gz,CRR875719_r2.fastq.gz (2865480796 bytes),79fd34ad83228fff1c18fc617aee5c27,ftp://download.big.ac.cn/gsa/CRA012590/CRR875719/CRR875719_r2.fastq.gz,,,,,,,,,,,,,
85,CRR875723,Erland-1,PRJCA019636,CRX791133,fastq,CRR875723_f1.fastq.gz (97095522582 bytes),835829adb880a9e54ea5f2f1aa1d714f,ftp://download.big.ac.cn/gsa/CRA012590/CRR875723/CRR875723_f1.fastq.gz,CRR875723_r2.fastq.gz (95350274056 bytes),4db8153029dbb9e26900f8377adbd894,ftp://download.big.ac.cn/gsa/CRA012590/CRR875723/CRR875723_r2.fastq.gz,,,,,,,,,,,,,
86,CRR875724,Erland-2,PRJCA019636,CRX791133,fastq,CRR875724_f1.fastq.gz (56099707396 bytes),e46993fd05c7cf9d6851c02d41a11971,ftp://download.big.ac.cn/gsa/CRA012590/CRR875724/CRR875724_f1.fastq.gz,CRR875724_r2.fastq.gz (54802711295 bytes),1925e13c3920793bec8f6b578ca890a6,ftp://download.big.ac.cn/gsa/CRA012590/CRR875724/CRR875724_r2.fastq.gz,,,,,,,,,,,,,
87,CRR875730,Expert-1,PRJCA019636,CRX791134,fastq,CRR875730_f1.fastq.gz (59050423304 bytes),90cafc46ec29cd6f5339f8c6196d66b2,ftp://download.big.ac.cn/gsa/CRA012590/CRR875730/CRR875730_f1.fastq.gz,CRR875730_r2.fastq.gz (57030171852 bytes),cdec41840df57a68ef7eb777ed732e3d,ftp://download.big.ac.cn/gsa/CRA012590/CRR875730/CRR875730_r2.fastq.gz,,,,,,,,,,,,,
88,CRR875731,Expert-2,PRJCA019636,CRX791134,fastq,CRR875731_f1.fastq.gz (100828446911 bytes),f5de126e5e8ca6b5961e1de5b243d121,ftp://download.big.ac.cn/gsa/CRA012590/CRR875731/CRR875731_f1.fastq.gz,CRR875731_r2.fastq.gz (97458469487 bytes),d7686de63f7e4104b01af0c14cecc4a6,ftp://download.big.ac.cn/gsa/CRA012590/CRR875731/CRR875731_r2.fastq.gz,,,,,,,,,,,,,
89,CRR875737,Felix-1,PRJCA019636,CRX791135,fastq,CRR875737_f1.fastq.gz (44963892107 bytes),0689b740c63f90c5c285480e154f8d1a,ftp://download.big.ac.cn/gsa/CRA012590/CRR875737/CRR875737_f1.fastq.gz,CRR875737_r2.fastq.gz (45307833079 bytes),ef095b50e7d12de4d71a226289195811,ftp://download.big.ac.cn/gsa/CRA012590/CRR875737/CRR875737_r2.fastq.gz,,,,,,,,,,,,,
90,CRR875738,Felix-2,PRJCA019636,CRX791135,fastq,CRR875738_f1.fastq.gz (77086341379 bytes),ee8ad61e55225cf6be978442dd0751e0,ftp://download.big.ac.cn/gsa/CRA012590/CRR875738/CRR875738_f1.fastq.gz,CRR875738_r2.fastq.gz (77553622838 bytes),b4641971be152ac4ef11aa2d82f1ef36,ftp://download.big.ac.cn/gsa/CRA012590/CRR875738/CRR875738_r2.fastq.gz,,,,,,,,,,,,,
91,CRR875739,Festival-1,PRJCA019636,CRX791136,fastq,CRR875739_f1.fastq.gz (65135900411 bytes),7c7d2fc08734ff6d769471c1bb1754f3,ftp://download.big.ac.cn/gsa/CRA012590/CRR875739/CRR875739_f1.fastq.gz,CRR875739_r2.fastq.gz (66536865402 bytes),2088f0b292102c09f4e69f71cc18161b,ftp://download.big.ac.cn/gsa/CRA012590/CRR875739/CRR875739_r2.fastq.gz,,,,,,,,,,,,,
92,CRR875740,Festival-2,PRJCA019636,CRX791136,fastq,CRR875740_f1.fastq.gz (38180938199 bytes),4862f8cc5d1cc9d4c557f4ef232c461c,ftp://download.big.ac.cn/gsa/CRA012590/CRR875740/CRR875740_f1.fastq.gz,CRR875740_r2.fastq.gz (39133949430 bytes),563945bb089423b07ad57e09c0448b6e,ftp://download.big.ac.cn/gsa/CRA012590/CRR875740/CRR875740_r2.fastq.gz,,,,,,,,,,,,,
93,CRR875741,Fidel-1,PRJCA019636,CRX791137,fastq,CRR875741_f1.fastq.gz (31938486572 bytes),0b950dd7173524620e0fd7639e43403e,ftp://download.big.ac.cn/gsa/CRA012590/CRR875741/CRR875741_f1.fastq.gz,CRR875741_r2.fastq.gz (31070882448 bytes),e56f6f66e8ae761286a822243f343ec0,ftp://download.big.ac.cn/gsa/CRA012590/CRR875741/CRR875741_r2.fastq.gz,,,,,,,,,,,,,
94,CRR875742,Fidel-2,PRJCA019636,CRX791137,fastq,CRR875742_f1.fastq.gz (16473036294 bytes),ec4c6ae1c0ce67b2c0550a66792d711a,ftp://download.big.ac.cn/gsa/CRA012590/CRR875742/CRR875742_f1.fastq.gz,CRR875742_r2.fastq.gz (16104354671 bytes),6411ebb1ef5e5e8157fa2c87a712180d,ftp://download.big.ac.cn/gsa/CRA012590/CRR875742/CRR875742_r2.fastq.gz,,,,,,,,,,,,,
95,CRR875743,Fielder-1,PRJCA019636,CRX791138,fastq,CRR875743_f1.fastq.gz (68666392818 bytes),0baedecf58ba6ddde91318e6e09cbb15,ftp://download.big.ac.cn/gsa/CRA012590/CRR875743/CRR875743_f1.fastq.gz,CRR875743_r2.fastq.gz (65292240488 bytes),fa67985f28d7bc7ca850918e92246147,ftp://download.big.ac.cn/gsa/CRA012590/CRR875743/CRR875743_r2.fastq.gz,,,,,,,,,,,,,
96,CRR875744,Fielder-2,PRJCA019636,CRX791138,fastq,CRR875744_f1.fastq.gz (29507805093 bytes),d16f6e6d9f281b1bbf5d30d154fdb50c,ftp://download.big.ac.cn/gsa/CRA012590/CRR875744/CRR875744_f1.fastq.gz,CRR875744_r2.fastq.gz (28042330514 bytes),ef7000e081d4deaf27d0d08b5500df8f,ftp://download.big.ac.cn/gsa/CRA012590/CRR875744/CRR875744_r2.fastq.gz,,,,,,,,,,,,,
97,CRR875745,Fielder-3,PRJCA019636,CRX791138,fastq,CRR875745_f1.fastq.gz (22349989618 bytes),dfcf7d0056dc99ba3ae7c1db40583043,ftp://download.big.ac.cn/gsa/CRA012590/CRR875745/CRR875745_f1.fastq.gz,CRR875745_r2.fastq.gz (21290220815 bytes),86460d5d2666c7d88daae970488dfa52,ftp://download.big.ac.cn/gsa/CRA012590/CRR875745/CRR875745_r2.fastq.gz,,,,,,,,,,,,,
98,CRR875746,Fielder-4,PRJCA019636,CRX791138,fastq,CRR875746_f1.fastq.gz (85217062579 bytes),e16a2ae60175b4c83cf66688a082c533,ftp://download.big.ac.cn/gsa/CRA012590/CRR875746/CRR875746_f1.fastq.gz,CRR875746_r2.fastq.gz (80602758765 bytes),5afead90f3ab262fd9ea516e30c22b43,ftp://download.big.ac.cn/gsa/CRA012590/CRR875746/CRR875746_r2.fastq.gz,,,,,,,,,,,,,
99,CRR875760,Galahad-1,PRJCA019636,CRX791139,fastq,CRR875760_f1.fastq.gz (136072381905 bytes),0a24adaafa1433f101ce4f34e1a4ce76,ftp://download.big.ac.cn/gsa/CRA012590/CRR875760/CRR875760_f1.fastq.gz,CRR875760_r2.fastq.gz (130591541446 bytes),8d643fc6309a9218632c40db30d1c4ff,ftp://download.big.ac.cn/gsa/CRA012590/CRR875760/CRR875760_r2.fastq.gz,,,,,,,,,,,,,
100,CRR875761,Galahad-2,PRJCA019636,CRX791139,fastq,CRR875761_f1.fastq.gz (55360993603 bytes),35d63698673e38a1c3ef89596fcad9f5,ftp://download.big.ac.cn/gsa/CRA012590/CRR875761/CRR875761_f1.fastq.gz,CRR875761_r2.fastq.gz (53355803011 bytes),967c8cb0b1968de97b48b17a2806aa5e,ftp://download.big.ac.cn/gsa/CRA012590/CRR875761/CRR875761_r2.fastq.gz,,,,,,,,,,,,,
101,CRR875767,Gawain-1,PRJCA019636,CRX791140,fastq,CRR875767_f1.fastq.gz (58455484103 bytes),4689ac96a44ebd8838202e2aa7f25e53,ftp://download.big.ac.cn/gsa/CRA012590/CRR875767/CRR875767_f1.fastq.gz,CRR875767_r2.fastq.gz (60013638568 bytes),b57abcac34306257aa4843a55c1ab713,ftp://download.big.ac.cn/gsa/CRA012590/CRR875767/CRR875767_r2.fastq.gz,,,,,,,,,,,,,
102,CRR875768,Gawain-2,PRJCA019636,CRX791140,fastq,CRR875768_f1.fastq.gz (54987327765 bytes),e058fafaaea14680a70d127317da8c94,ftp://download.big.ac.cn/gsa/CRA012590/CRR875768/CRR875768_f1.fastq.gz,CRR875768_r2.fastq.gz (55879127036 bytes),faf5e26764b7d1fea0c597bc4707f8f2,ftp://download.big.ac.cn/gsa/CRA012590/CRR875768/CRR875768_r2.fastq.gz,,,,,,,,,,,,,
103,CRR875776,Granada-1,PRJCA019636,CRX791141,fastq,CRR875776_f1.fastq.gz (44134824994 bytes),28fd3992e516379ca1e37d587cbd2de1,ftp://download.big.ac.cn/gsa/CRA012590/CRR875776/CRR875776_f1.fastq.gz,CRR875776_r2.fastq.gz (42913630997 bytes),3893716a4a2ae34e7b63b28a4fdf906f,ftp://download.big.ac.cn/gsa/CRA012590/CRR875776/CRR875776_r2.fastq.gz,,,,,,,,,,,,,
104,CRR875777,Granada-2,PRJCA019636,CRX791141,fastq,CRR875777_f1.fastq.gz (73621654502 bytes),c3272df426a47a7187336789aa528817,ftp://download.big.ac.cn/gsa/CRA012590/CRR875777/CRR875777_f1.fastq.gz,CRR875777_r2.fastq.gz (71401682781 bytes),d0fdf7d709e8bdb7105e1a2854736042,ftp://download.big.ac.cn/gsa/CRA012590/CRR875777/CRR875777_r2.fastq.gz,,,,,,,,,,,,,
105,CRR875778,Haven-1,PRJCA019636,CRX791142,fastq,CRR875778_f1.fastq.gz (56090210852 bytes),86732c6a348dd40834289f740a385887,ftp://download.big.ac.cn/gsa/CRA012590/CRR875778/CRR875778_f1.fastq.gz,CRR875778_r2.fastq.gz (57349948385 bytes),28e8bce36373f86cd32687874afbdf1f,ftp://download.big.ac.cn/gsa/CRA012590/CRR875778/CRR875778_r2.fastq.gz,,,,,,,,,,,,,
106,CRR875779,Haven-2,PRJCA019636,CRX791142,fastq,CRR875779_f1.fastq.gz (66119345649 bytes),d3672ae4957caae56b0391925445bbeb,ftp://download.big.ac.cn/gsa/CRA012590/CRR875779/CRR875779_f1.fastq.gz,CRR875779_r2.fastq.gz (67226442308 bytes),7023f9880d0ecc2d5e43d766ec614332,ftp://download.big.ac.cn/gsa/CRA012590/CRR875779/CRR875779_r2.fastq.gz,,,,,,,,,,,,,
107,CRR875780,Heine 7-1,PRJCA019636,CRX791143,fastq,CRR875780_f1.fastq.gz (97794112065 bytes),d33f12de0cacdeaba19129222a113a6f,ftp://download.big.ac.cn/gsa/CRA012590/CRR875780/CRR875780_f1.fastq.gz,CRR875780_r2.fastq.gz (93852343964 bytes),5e002adb35bed2ef77b5d6ae065de7ef,ftp://download.big.ac.cn/gsa/CRA012590/CRR875780/CRR875780_r2.fastq.gz,,,,,,,,,,,,,
108,CRR875781,Heine 7-2,PRJCA019636,CRX791143,fastq,CRR875781_f1.fastq.gz (30422538177 bytes),88ebed3555c508bae956b1ec47746166,ftp://download.big.ac.cn/gsa/CRA012590/CRR875781/CRR875781_f1.fastq.gz,CRR875781_r2.fastq.gz (29110652522 bytes),dea0cc26d7090531d2ce1bf6b7284345,ftp://download.big.ac.cn/gsa/CRA012590/CRR875781/CRR875781_r2.fastq.gz,,,,,,,,,,,,,
109,CRR875794,Holster-1,PRJCA019636,CRX791144,fastq,CRR875794_f1.fastq.gz (52461009780 bytes),762255fec3d7b99ed4114a7e82c08824,ftp://download.big.ac.cn/gsa/CRA012590/CRR875794/CRR875794_f1.fastq.gz,CRR875794_r2.fastq.gz (51506278450 bytes),1bb31b9565c8c7a5211a216b325fa0c1,ftp://download.big.ac.cn/gsa/CRA012590/CRR875794/CRR875794_r2.fastq.gz,,,,,,,,,,,,,
